manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price
Toyota,Prius,1.8,Hybrid,2017,34038,38493.0
BMW,M5,5.0,Petrol,2008,82644,41184.0
VW,Golf,1.8,Petrol,2015,49421,20703.0
Ford,Focus,1.6,Petrol,2021,17169,41829.0
VW,Polo,1.4,Petrol,1990,261526,522.0
VW,Polo,2.0,Petrol,2020,11013,32004.0
BMW,Z4,2.2,Petrol,2014,40885,29640.0
VW,Polo,1.0,Petrol,1996,103590,2532.0
VW,Passat,1.6,Petrol,2010,66532,15620.0
VW,Passat,1.6,Diesel,2008,88103,12385.0
Ford,Focus,1.0,Petrol,2006,125186,5917.0
VW,Passat,1.8,Diesel,2013,76119,19924.0
BMW,X3,2.0,Petrol,2000,146062,5506.0
Toyota,RAV4,2.0,Hybrid,2010,61586,25230.0
Porsche,911,2.6,Petrol,1998,72648,19316.0
VW,Golf,2.0,Diesel,2014,67932,19033.0
BMW,M5,5.0,Petrol,1999,147959,13773.0
Toyota,RAV4,1.8,Hybrid,1990,246204,1413.0
Ford,Fiesta,1.2,Hybrid,2008,130717,5870.0
Toyota,RAV4,2.2,Hybrid,1991,201318,2504.0
Ford,Focus,1.8,Petrol,1992,144771,2672.0
Ford,Mondeo,2.0,Diesel,2008,92327,12718.0
VW,Polo,1.0,Petrol,1988,203545,655.0
VW,Passat,1.6,Diesel,1997,132839,4252.0
Ford,Mondeo,1.8,Diesel,1991,148017,2533.0
Ford,Mondeo,1.6,Diesel,2015,54626,23401.0
BMW,M5,5.0,Petrol,2001,68701,28397.0
Ford,Fiesta,1.2,Diesel,2017,54564,16123.0
Toyota,Yaris,1.0,Petrol,2008,42621,9591.0
VW,Passat,1.8,Petrol,2019,36003,36538.0
VW,Golf,1.6,Petrol,2007,129239,6511.0
VW,Polo,1.6,Petrol,1998,97872,3817.0
Toyota,RAV4,2.0,Hybrid,1998,160971,5386.0
VW,Golf,1.8,Petrol,1996,134744,3176.0
BMW,M5,4.4,Petrol,2000,160197,12486.0
Ford,Mondeo,1.6,Diesel,1990,142695,2332.0
Toyota,RAV4,2.0,Petrol,2000,73373,9984.0
VW,Golf,1.4,Hybrid,1998,208063,2066.0
Ford,Focus,1.0,Petrol,2007,59342,10121.0
Toyota,Yaris,1.0,Petrol,1993,108158,2261.0
Ford,Fiesta,1.0,Petrol,2015,62663,11645.0
Ford,Focus,2.0,Petrol,1986,265330,652.0
Toyota,RAV4,2.4,Hybrid,1992,255286,1714.0
Ford,Focus,1.8,Petrol,2006,84952,10693.0
Ford,Focus,1.8,Diesel,2002,129335,6181.0
VW,Passat,1.6,Petrol,1992,202734,1612.0
Ford,Focus,1.8,Petrol,1998,138634,4188.0
Porsche,Cayenne,2.6,Petrol,2016,29049,56508.0
Ford,Fiesta,1.2,Petrol,2017,64068,14443.0
BMW,Z4,3.0,Petrol,1993,227926,1985.0
Toyota,RAV4,1.8,Petrol,2004,161994,6298.0
Toyota,Prius,1.0,Hybrid,2020,11143,39802.0
VW,Polo,1.4,Petrol,1999,103964,3650.0
Ford,Focus,1.0,Petrol,1995,106219,3283.0
VW,Polo,1.2,Petrol,1998,111744,2983.0
BMW,M5,4.0,Petrol,1998,168231,9741.0
BMW,M5,4.0,Petrol,2020,19864,121330.0
Toyota,RAV4,2.2,Hybrid,2014,61845,34491.0
Ford,Fiesta,1.0,Petrol,2018,29146,17466.0
VW,Passat,1.8,Petrol,2020,12719,44502.0
Ford,Focus,1.8,Petrol,1989,125968,2540.0
Ford,Focus,1.8,Petrol,2006,89118,10384.0
VW,Polo,1.6,Petrol,2019,30565,24040.0
BMW,X3,2.4,Diesel,2007,69012,17908.0
BMW,M5,5.0,Petrol,2005,101642,29435.0
Toyota,Prius,1.8,Hybrid,2004,98202,10605.0
VW,Polo,1.0,Diesel,2007,112555,5178.0
BMW,M5,4.4,Petrol,2009,114401,32775.0
Toyota,Prius,1.8,Hybrid,2022,5891,62710.0
Ford,Fiesta,1.2,Petrol,1998,220485,1171.0
VW,Passat,1.6,Diesel,2010,118086,11346.0
Ford,Focus,1.0,Petrol,1988,197663,975.0
VW,Passat,2.0,Petrol,2009,85900,14317.0
Ford,Focus,2.0,Diesel,2001,129210,6101.0
Toyota,Prius,1.0,Hybrid,2010,72807,14092.0
VW,Polo,1.4,Petrol,2015,25109,17767.0
Toyota,Prius,1.0,Hybrid,2004,51136,10875.0
Ford,Fiesta,1.2,Petrol,1997,167508,1740.0
VW,Golf,1.8,Petrol,2020,18880,34540.0
VW,Golf,2.0,Diesel,2008,83574,11469.0
VW,Polo,1.4,Petrol,2011,67879,10466.0
Ford,Mondeo,1.6,Diesel,2013,44900,21756.0
Ford,Fiesta,1.2,Petrol,2014,32421,14380.0
BMW,M5,4.4,Petrol,2020,14433,131058.0
Ford,Mondeo,1.6,Diesel,2019,31887,35069.0
VW,Passat,1.4,Diesel,1998,205733,2300.0
VW,Golf,1.2,Petrol,2003,182486,2783.0
Ford,Mondeo,1.4,Diesel,2003,125810,5935.0
Ford,Mondeo,1.8,Diesel,1999,155342,4066.0
Ford,Fiesta,1.0,Petrol,1999,159002,1949.0
Ford,Fiesta,1.4,Petrol,2018,51031,18127.0
Ford,Fiesta,1.2,Diesel,1998,163183,2025.0
VW,Polo,1.4,Diesel,1998,155463,2394.0
VW,Polo,2.0,Petrol,2016,29890,22091.0
Toyota,Yaris,1.0,Petrol,2010,22322,12329.0
VW,Passat,1.6,Diesel,1997,208365,2247.0
Ford,Mondeo,2.0,Diesel,2012,71662,19166.0
VW,Golf,1.4,Petrol,2019,40490,25174.0
Ford,Focus,1.6,Petrol,1986,248234,684.0
Toyota,Yaris,1.2,Petrol,2019,19336,25019.0
Porsche,911,2.6,Petrol,2010,107761,33492.0
VW,Golf,1.8,Diesel,1993,213344,1401.0
Toyota,Yaris,1.4,Hybrid,2006,106638,7726.0
Ford,Focus,1.0,Diesel,2016,22781,24124.0
Ford,Mondeo,1.6,Diesel,1987,125294,2192.0
Toyota,Prius,1.8,Hybrid,2009,77247,17162.0
Ford,Fiesta,1.2,Petrol,2021,11896,25699.0
VW,Golf,1.4,Petrol,1997,133436,3025.0
Toyota,Yaris,1.0,Petrol,2022,5808,29975.0
Ford,Fiesta,1.0,Petrol,2018,5793,19829.0
VW,Passat,1.4,Diesel,2021,15765,43337.0
Ford,Fiesta,1.0,Petrol,2015,36326,13715.0
Ford,Focus,1.0,Diesel,2010,93900,10254.0
Ford,Fiesta,1.2,Petrol,2013,62026,11211.0
VW,Passat,1.8,Petrol,1993,234467,1374.0
Toyota,Yaris,1.4,Hybrid,2014,39987,20640.0
Ford,Fiesta,1.2,Petrol,2009,67812,8266.0
Toyota,Prius,1.4,Hybrid,2004,89312,9970.0
VW,Passat,1.6,Petrol,2008,74402,12969.0
Ford,Mondeo,1.4,Diesel,2020,25773,36313.0
Porsche,Cayenne,2.6,Petrol,1995,123826,7319.0
BMW,M5,4.0,Petrol,2009,62413,45125.0
Ford,Focus,1.8,Petrol,2004,152602,5579.0
Toyota,Yaris,1.2,Petrol,2011,44885,12657.0
Ford,Mondeo,1.6,Diesel,1996,215284,1871.0
Porsche,718 Cayman,2.0,Petrol,2014,49770,32369.0
Toyota,Yaris,1.0,Petrol,2017,36262,18153.0
BMW,X3,2.0,Diesel,1989,260229,1017.0
VW,Passat,1.4,Diesel,2014,28906,25263.0
VW,Polo,1.6,Petrol,2000,69442,5318.0
Ford,Focus,1.8,Diesel,2013,55119,21854.0
Ford,Fiesta,1.2,Petrol,2016,57042,14140.0
Ford,Focus,1.8,Diesel,2003,167341,4848.0
Toyota,Prius,1.4,Hybrid,2007,134338,8676.0
VW,Golf,2.0,Petrol,2012,78477,14773.0
BMW,M5,5.0,Petrol,2001,108563,21418.0
Ford,Focus,1.6,Petrol,1993,183171,1952.0
VW,Golf,1.2,Diesel,2012,79035,11969.0
VW,Passat,1.6,Diesel,1993,183387,2142.0
VW,Golf,1.4,Petrol,1991,203777,1121.0
BMW,Z4,3.0,Petrol,2011,69026,23709.0
Ford,Mondeo,1.8,Diesel,2013,57668,21305.0
Ford,Focus,1.6,Diesel,1986,159937,1565.0
Ford,Fiesta,1.4,Petrol,2004,109658,4758.0
Toyota,Prius,1.4,Hybrid,2019,32176,39212.0
Porsche,Cayenne,2.6,Petrol,2011,106875,24190.0
Ford,Mondeo,1.6,Diesel,1992,158094,2350.0
VW,Golf,1.4,Diesel,2013,92491,12574.0
Ford,Fiesta,1.4,Petrol,2013,74413,11153.0
VW,Passat,1.6,Diesel,2010,107977,12247.0
Toyota,Prius,1.8,Hybrid,2000,170565,4582.0
Porsche,911,2.6,Petrol,2014,75584,55021.0
Toyota,Yaris,1.0,Petrol,2009,124501,5802.0
VW,Golf,1.2,Diesel,2016,42556,19788.0
Toyota,RAV4,1.8,Petrol,1997,170321,3682.0
Toyota,RAV4,2.4,Hybrid,1994,128097,5895.0
VW,Golf,1.8,Petrol,1997,169798,2546.0
Ford,Mondeo,2.0,Diesel,2005,90904,10519.0
Toyota,RAV4,2.4,Hybrid,2010,55138,28807.0
BMW,M5,4.0,Petrol,2014,59693,64097.0
Ford,Focus,1.0,Petrol,1996,136627,2776.0
BMW,M5,5.0,Petrol,2021,12719,150713.0
VW,Passat,1.6,Diesel,2016,34688,29843.0
Porsche,718 Cayman,2.4,Petrol,2018,12198,57494.0
VW,Golf,1.6,Hybrid,2000,172975,3425.0
Toyota,RAV4,2.2,Hybrid,2016,28810,48228.0
Toyota,Prius,1.4,Hybrid,2003,55561,11707.0
Ford,Focus,1.0,Diesel,1992,178290,1581.0
Toyota,Yaris,1.0,Petrol,2006,91017,6097.0
VW,Polo,1.4,Diesel,2002,76858,5677.0
Toyota,RAV4,2.4,Petrol,1991,176863,2696.0
Toyota,RAV4,1.8,Hybrid,2014,91244,25528.0
Ford,Mondeo,1.4,Hybrid,1989,168453,1886.0
VW,Golf,1.8,Petrol,1999,65510,6428.0
Ford,Mondeo,1.6,Hybrid,2008,83347,13852.0
Toyota,Yaris,1.0,Hybrid,2007,160999,4540.0
BMW,Z4,2.2,Petrol,2003,79061,11128.0
Ford,Focus,1.4,Diesel,1995,178657,2278.0
VW,Polo,1.4,Petrol,1999,210250,1521.0
Ford,Fiesta,1.2,Petrol,2006,114889,4838.0
Ford,Mondeo,1.6,Diesel,1989,218237,1142.0
VW,Golf,1.2,Diesel,1992,124150,2266.0
Ford,Focus,1.6,Diesel,2006,107747,8976.0
VW,Golf,2.0,Diesel,2004,123933,6522.0
Ford,Fiesta,1.2,Petrol,2010,83144,7961.0
Ford,Focus,1.6,Diesel,2012,51200,19757.0
Ford,Fiesta,1.0,Petrol,1987,309749,223.0
Toyota,RAV4,1.8,Hybrid,1997,91023,8232.0
Toyota,Prius,1.4,Hybrid,1998,210261,2504.0
Ford,Focus,1.6,Petrol,2010,73851,14208.0
Ford,Fiesta,1.2,Petrol,1996,130943,2194.0
VW,Golf,1.4,Petrol,2001,137119,3835.0
VW,Golf,1.8,Petrol,1994,189798,1756.0
Ford,Fiesta,1.2,Petrol,2017,44099,16386.0
Ford,Focus,1.4,Petrol,2001,144224,4313.0
Toyota,Prius,1.0,Hybrid,2001,78205,7455.0
Ford,Mondeo,1.4,Diesel,2010,58274,15324.0
Toyota,RAV4,2.4,Hybrid,1998,96191,9790.0
Ford,Fiesta,1.0,Petrol,1986,331165,170.0
Toyota,Prius,1.0,Hybrid,2001,155900,4127.0
VW,Golf,1.4,Petrol,1994,130265,2539.0
Ford,Mondeo,2.0,Diesel,2017,46668,31416.0
VW,Golf,1.8,Petrol,2007,111712,7903.0
Toyota,Yaris,1.4,Petrol,2016,57212,17666.0
Toyota,Yaris,1.2,Petrol,1995,165337,1796.0
VW,Passat,1.8,Diesel,2019,15494,43069.0
VW,Passat,1.8,Petrol,2001,111802,6597.0
Toyota,Yaris,1.4,Petrol,2001,168878,2809.0
Toyota,Prius,1.8,Hybrid,2004,31089,16460.0
Ford,Focus,1.6,Petrol,2013,44722,20934.0
VW,Golf,2.0,Hybrid,1996,160171,3266.0
VW,Golf,2.0,Diesel,2005,119207,7231.0
Toyota,RAV4,2.0,Petrol,2009,90093,16200.0
Ford,Fiesta,1.4,Diesel,1993,98525,2605.0
Toyota,Yaris,1.2,Hybrid,1997,216303,1580.0
BMW,M5,5.0,Petrol,1998,201598,8164.0
Toyota,Yaris,1.0,Hybrid,2017,36262,21783.0
VW,Polo,1.6,Petrol,2014,52998,15047.0
Toyota,Yaris,1.4,Petrol,2001,124722,4020.0
Ford,Focus,1.6,Petrol,1987,160026,1592.0
Toyota,Prius,1.0,Hybrid,1993,295041,692.0
Toyota,RAV4,2.0,Petrol,1993,100729,5163.0
Ford,Focus,1.4,Petrol,1999,137776,3975.0
Porsche,Cayenne,3.0,Petrol,2014,53671,45806.0
Toyota,Yaris,1.4,Hybrid,2005,138391,5655.0
Ford,Focus,2.0,Diesel,1992,213394,1644.0
BMW,M5,4.0,Petrol,1986,293642,1406.0
Ford,Focus,1.8,Petrol,1988,245324,851.0
Ford,Fiesta,1.2,Petrol,1999,56338,4573.0
VW,Passat,2.0,Diesel,2010,82638,16440.0
Ford,Mondeo,1.6,Petrol,2016,57654,23368.0
Ford,Mondeo,1.8,Diesel,2014,41312,25209.0
Ford,Focus,2.0,Diesel,1995,204797,2168.0
Porsche,911,3.0,Petrol,2010,121289,32467.0
Ford,Mondeo,1.6,Diesel,2018,39652,31342.0
Ford,Fiesta,1.2,Petrol,2016,51225,14670.0
Ford,Focus,1.8,Petrol,2020,22371,40336.0
Toyota,Yaris,1.2,Petrol,2019,24036,24376.0
Toyota,RAV4,1.8,Hybrid,2014,27225,38524.0
Toyota,Yaris,1.2,Petrol,2013,59831,13167.0
Toyota,Prius,1.4,Hybrid,2012,45306,22739.0
Toyota,Yaris,1.4,Hybrid,1993,130888,2697.0
Ford,Focus,1.6,Petrol,1999,136358,4298.0
BMW,M5,4.0,Petrol,2002,140527,15978.0
Ford,Mondeo,1.4,Diesel,2018,13135,34061.0
VW,Golf,1.2,Diesel,2010,83771,10137.0
Toyota,RAV4,2.2,Hybrid,1993,185139,3296.0
VW,Polo,1.4,Petrol,1992,154025,1546.0
VW,Golf,1.2,Diesel,2007,67894,9247.0
Ford,Focus,2.0,Diesel,2018,21766,39203.0
VW,Golf,2.0,Diesel,1999,103527,5454.0
VW,Golf,1.6,Petrol,1994,177733,1837.0
Toyota,RAV4,2.2,Petrol,2002,91519,10547.0
VW,Passat,1.6,Diesel,2000,153562,4393.0
VW,Passat,1.4,Diesel,2005,129695,6950.0
VW,Golf,2.0,Petrol,1995,137496,3064.0
Ford,Fiesta,1.2,Petrol,2016,51896,14608.0
Ford,Focus,1.4,Diesel,2010,57727,15519.0
BMW,Z4,2.0,Petrol,1985,80173,3171.0
VW,Polo,1.4,Petrol,1995,130279,2287.0
BMW,X3,3.0,Diesel,2017,55945,42462.0
VW,Golf,1.2,Diesel,2007,53197,10169.0
Porsche,Cayenne,4.0,Petrol,1998,198133,5978.0
Ford,Fiesta,1.2,Petrol,1993,201139,997.0
Toyota,Prius,1.0,Hybrid,2019,28025,33940.0
VW,Polo,1.6,Petrol,2019,30770,24012.0
VW,Passat,2.0,Diesel,1988,108641,3143.0
VW,Polo,2.0,Petrol,2013,69931,14100.0
Ford,Focus,1.0,Petrol,1997,127373,3192.0
Ford,Focus,1.8,Petrol,1994,87272,4727.0
BMW,M5,5.0,Petrol,1992,226908,4363.0
VW,Passat,1.6,Diesel,1991,182133,1895.0
Ford,Focus,1.6,Petrol,2009,100302,11032.0
VW,Golf,1.8,Hybrid,1992,138524,2832.0
VW,Golf,1.6,Petrol,1999,131444,3754.0
Toyota,RAV4,1.8,Hybrid,1997,179902,4072.0
VW,Golf,1.4,Petrol,2006,129233,5698.0
Ford,Focus,1.6,Petrol,2017,19068,31708.0
Porsche,718 Cayman,2.0,Petrol,1996,225662,2444.0
VW,Polo,1.6,Petrol,1987,196042,828.0
Ford,Focus,1.8,Diesel,2020,20925,42694.0
VW,Golf,1.4,Diesel,2003,68274,7631.0
Toyota,Yaris,1.2,Hybrid,2010,52270,13574.0
Toyota,Prius,1.0,Hybrid,1995,144348,3041.0
Toyota,Prius,1.8,Hybrid,2009,63768,18782.0
BMW,X3,2.4,Petrol,1990,171129,2515.0
VW,Golf,2.0,Hybrid,2019,9284,43026.0
Ford,Focus,1.6,Petrol,1997,214961,1927.0
VW,Polo,1.0,Petrol,2019,26810,19418.0
VW,Golf,2.0,Hybrid,1997,153408,3692.0
BMW,M5,4.4,Petrol,2000,101803,19761.0
Ford,Focus,2.0,Diesel,2015,39832,28922.0
VW,Polo,2.0,Petrol,2000,231335,1607.0
Toyota,Prius,1.4,Hybrid,2009,79052,14949.0
Ford,Fiesta,1.0,Petrol,1987,235256,449.0
BMW,M5,4.0,Petrol,1988,245939,2512.0
BMW,Z4,2.2,Petrol,1990,122705,3398.0
Toyota,Prius,1.8,Hybrid,2011,57244,22386.0
VW,Golf,1.2,Hybrid,2017,58097,21943.0
Ford,Focus,1.6,Petrol,1990,155360,2022.0
Toyota,Prius,1.8,Hybrid,1995,189459,2792.0
BMW,X3,3.0,Petrol,2008,20860,27342.0
Toyota,Prius,1.8,Hybrid,2018,39752,39780.0
Ford,Focus,2.0,Diesel,2008,70752,14905.0
Ford,Mondeo,2.0,Diesel,2001,113121,6843.0
Toyota,RAV4,1.8,Petrol,1987,257693,867.0
Ford,Mondeo,1.8,Diesel,2011,75311,16595.0
VW,Golf,2.0,Diesel,1993,92213,3969.0
VW,Passat,1.8,Diesel,2020,15002,46160.0
Porsche,911,2.2,Petrol,2002,94293,19948.0
Ford,Mondeo,2.0,Diesel,2001,191368,3606.0
Porsche,Cayenne,3.5,Petrol,2017,46165,63320.0
Ford,Mondeo,1.6,Diesel,2010,89383,13273.0
Ford,Focus,1.6,Petrol,1990,179069,1656.0
Ford,Focus,1.6,Diesel,2013,59548,20028.0
Ford,Focus,1.0,Petrol,1996,240281,1133.0
Toyota,Yaris,1.0,Hybrid,2015,24923,20351.0
Toyota,RAV4,2.0,Hybrid,1993,119648,5375.0
Ford,Focus,1.4,Petrol,1994,204827,1615.0
VW,Polo,1.0,Petrol,1997,228510,954.0
VW,Passat,1.8,Diesel,2000,204354,3017.0
Toyota,Yaris,1.2,Hybrid,2001,175839,2942.0
Ford,Fiesta,1.2,Petrol,1990,372726,162.0
Ford,Mondeo,1.6,Petrol,2015,24969,26611.0
BMW,M5,5.0,Petrol,2016,34224,95772.0
VW,Passat,1.4,Diesel,2021,19236,42527.0
Toyota,RAV4,2.4,Hybrid,1988,186095,2446.0
Ford,Focus,1.4,Petrol,2014,62616,18697.0
VW,Passat,2.0,Diesel,2015,39001,30428.0
VW,Passat,1.6,Petrol,1999,29850,9411.0
VW,Polo,2.0,Petrol,2013,80293,13141.0
Ford,Focus,1.4,Petrol,2013,66282,17076.0
Toyota,Prius,1.0,Hybrid,1985,116964,1936.0
Porsche,911,2.6,Petrol,2003,96727,22778.0
Toyota,Yaris,1.2,Petrol,2012,105118,8993.0
Ford,Mondeo,1.4,Petrol,1995,103712,3921.0
VW,Golf,1.2,Diesel,1997,164898,2275.0
Toyota,Yaris,1.4,Hybrid,2001,94616,6045.0
Porsche,718 Cayman,2.4,Petrol,2009,97742,18372.0
Porsche,911,2.6,Petrol,1999,123507,14270.0
VW,Passat,1.8,Diesel,2002,114732,7243.0
Ford,Focus,1.8,Petrol,1994,177913,2316.0
BMW,Z4,2.2,Petrol,1999,55618,9954.0
VW,Polo,1.6,Petrol,2021,12081,30426.0
VW,Polo,1.6,Diesel,1996,110441,3196.0
VW,Passat,1.6,Diesel,2020,14542,43628.0
Ford,Fiesta,1.0,Petrol,2014,4500,15289.0
Toyota,Prius,1.0,Hybrid,1994,210821,1613.0
VW,Polo,1.4,Petrol,1992,148145,1623.0
Toyota,Yaris,1.0,Hybrid,2005,74649,7671.0
Ford,Fiesta,1.0,Petrol,2012,116953,6486.0
Toyota,Prius,1.8,Hybrid,2017,35669,38126.0
Ford,Fiesta,1.4,Diesel,2002,221603,1716.0
VW,Golf,1.8,Petrol,1991,120445,2544.0
Toyota,Prius,1.4,Hybrid,1991,90163,4165.0
BMW,X3,2.0,Petrol,2004,91481,10916.0
Toyota,Prius,1.4,Hybrid,1998,130052,4925.0
Toyota,Yaris,1.4,Hybrid,1997,87447,4873.0
BMW,Z4,2.0,Petrol,1991,190752,1974.0
BMW,Z4,2.0,Petrol,2021,9435,53787.0
BMW,X3,2.4,Petrol,1988,190275,1867.0
Ford,Mondeo,1.6,Diesel,2020,20960,39877.0
VW,Passat,1.4,Diesel,1998,103187,5334.0
BMW,M5,4.0,Petrol,2020,22013,119898.0
Ford,Fiesta,1.0,Petrol,1991,137181,1365.0
Ford,Fiesta,1.2,Petrol,2012,88957,8733.0
Toyota,Yaris,1.0,Petrol,1998,89151,3625.0
VW,Golf,1.4,Diesel,2020,18721,32012.0
Ford,Fiesta,1.4,Diesel,2002,44823,6806.0
BMW,Z4,2.4,Petrol,1984,101225,2797.0
VW,Polo,2.0,Petrol,1995,181164,1796.0
Ford,Mondeo,1.4,Diesel,1987,18000,4200.0
Ford,Focus,2.0,Petrol,2004,121141,7556.0
Toyota,Yaris,1.4,Hybrid,2016,50539,22111.0
Toyota,RAV4,2.2,Hybrid,1993,182975,3358.0
VW,Golf,1.8,Diesel,1996,173655,2420.0
VW,Passat,1.4,Diesel,2022,1757,49838.0
Ford,Fiesta,1.4,Petrol,2019,31319,21816.0
Toyota,RAV4,2.2,Petrol,1998,145802,5333.0
Porsche,718 Cayman,2.0,Petrol,2008,105060,14870.0
Toyota,RAV4,2.0,Petrol,2013,33106,30605.0
Ford,Mondeo,2.0,Hybrid,2014,57615,27445.0
VW,Polo,1.0,Petrol,2015,33361,14323.0
Toyota,Yaris,1.4,Hybrid,1996,223436,1498.0
VW,Polo,2.0,Petrol,2010,84945,10417.0
VW,Polo,1.4,Petrol,2006,76691,7067.0
BMW,X3,3.0,Diesel,2008,84409,19267.0
VW,Passat,2.0,Diesel,2017,47477,33026.0
Ford,Mondeo,2.0,Diesel,2002,233488,2647.0
Porsche,911,2.6,Petrol,2001,76585,22971.0
Ford,Fiesta,1.4,Petrol,2019,30030,21979.0
VW,Passat,1.6,Petrol,1993,200520,1757.0
Ford,Focus,1.0,Diesel,1993,188701,1545.0
Toyota,Yaris,1.4,Petrol,1992,258920,690.0
Toyota,RAV4,2.0,Hybrid,2001,216863,4050.0
VW,Golf,1.4,Diesel,1996,125109,3172.0
VW,Polo,1.6,Petrol,2012,48576,13537.0
VW,Polo,1.6,Petrol,2010,41761,12351.0
Ford,Mondeo,1.6,Diesel,1998,188446,2709.0
Ford,Fiesta,1.2,Petrol,1995,225945,912.0
Ford,Fiesta,1.2,Petrol,1996,155019,1806.0
Ford,Focus,1.6,Hybrid,2007,139406,8581.0
BMW,M5,4.4,Petrol,1995,89082,15521.0
BMW,X3,2.0,Diesel,2012,85667,20358.0
Porsche,718 Cayman,2.0,Petrol,2011,71508,23024.0
Ford,Mondeo,1.6,Diesel,2012,59890,18525.0
BMW,X3,3.0,Petrol,2010,63503,24153.0
Ford,Fiesta,1.2,Petrol,2010,75824,8373.0
Toyota,RAV4,2.0,Hybrid,2000,11500,17406.0
Ford,Focus,1.8,Diesel,2015,39748,27452.0
Toyota,RAV4,2.4,Hybrid,2014,47757,39388.0
VW,Polo,2.0,Petrol,2011,78683,11629.0
Porsche,911,3.5,Petrol,1995,234153,4939.0
VW,Passat,1.8,Diesel,1988,109101,2971.0
Ford,Fiesta,1.4,Petrol,1999,226905,1276.0
Ford,Fiesta,1.2,Petrol,2002,195345,1912.0
Toyota,RAV4,2.4,Hybrid,1995,203069,3363.0
Ford,Fiesta,1.4,Petrol,2013,35375,14282.0
Toyota,Yaris,1.2,Hybrid,2016,35313,22449.0
VW,Polo,1.0,Petrol,2010,78464,7704.0
Toyota,Yaris,1.4,Petrol,2012,39722,15077.0
Ford,Fiesta,1.2,Petrol,2021,8714,26133.0
Toyota,RAV4,2.4,Hybrid,2006,113876,14640.0
Ford,Fiesta,1.2,Petrol,1994,246363,708.0
Toyota,Yaris,1.0,Hybrid,2014,25641,18961.0
Ford,Focus,2.0,Petrol,1996,190008,2513.0
Toyota,Yaris,1.0,Petrol,2011,122572,6729.0
VW,Passat,1.8,Diesel,2011,78291,17180.0
Porsche,718 Cayman,4.0,Petrol,1991,187397,3477.0
Ford,Fiesta,1.0,Petrol,2010,107642,6090.0
Toyota,Yaris,1.4,Petrol,1998,129790,3164.0
BMW,M5,4.4,Petrol,2017,37891,93983.0
Toyota,Yaris,1.0,Petrol,2021,4443,28239.0
VW,Polo,1.0,Petrol,2008,102538,5681.0
Toyota,RAV4,2.2,Hybrid,1993,233466,2144.0
Ford,Focus,1.4,Hybrid,1994,227647,1580.0
Toyota,Yaris,1.0,Hybrid,2005,104596,6202.0
Toyota,Yaris,1.2,Hybrid,1989,188845,1181.0
Ford,Focus,1.6,Diesel,2003,110038,7224.0
Ford,Mondeo,2.0,Diesel,2012,42843,23042.0
Ford,Mondeo,1.4,Diesel,1993,114041,3335.0
Toyota,Yaris,1.0,Hybrid,2016,41842,19711.0
Ford,Mondeo,1.4,Diesel,2000,126905,4818.0
Toyota,Yaris,1.2,Petrol,2009,9073,13571.0
BMW,Z4,2.0,Petrol,1993,171825,2655.0
Ford,Focus,1.8,Hybrid,1993,216219,1858.0
VW,Polo,1.2,Petrol,1991,165441,1218.0
BMW,X3,3.0,Diesel,1995,175309,3977.0
VW,Polo,1.2,Petrol,2011,44172,11268.0
BMW,X3,2.0,Diesel,1993,141531,3760.0
Toyota,Prius,1.8,Hybrid,2014,40368,30356.0
VW,Golf,1.6,Diesel,1988,196016,1103.0
Ford,Focus,1.8,Petrol,2017,12304,34881.0
Toyota,Yaris,1.0,Hybrid,2015,54802,17020.0
Ford,Fiesta,1.0,Hybrid,2011,111601,7583.0
VW,Polo,1.4,Petrol,2007,110441,5929.0
Ford,Focus,2.0,Petrol,2009,99970,12364.0
Ford,Fiesta,1.0,Petrol,2006,114035,4445.0
Ford,Mondeo,2.0,Diesel,2013,48277,23825.0
Porsche,911,3.0,Petrol,2002,103552,21775.0
Ford,Fiesta,1.0,Petrol,2012,58413,9800.0
Toyota,Yaris,1.2,Petrol,2018,13321,24179.0
Toyota,RAV4,1.8,Petrol,2018,7965,46543.0
VW,Golf,2.0,Petrol,2011,114482,10651.0
Ford,Mondeo,2.0,Diesel,2003,138745,6405.0
VW,Golf,2.0,Petrol,1998,147043,3465.0
Toyota,Prius,1.0,Hybrid,2008,131119,8040.0
Porsche,Cayenne,4.0,Petrol,1996,174058,6443.0
Ford,Mondeo,2.0,Diesel,2008,35932,18392.0
Ford,Mondeo,1.6,Petrol,2012,70811,16419.0
Toyota,Prius,1.0,Hybrid,2004,207997,3221.0
Ford,Mondeo,1.8,Petrol,2003,125764,6411.0
Toyota,RAV4,1.8,Petrol,1999,146931,5109.0
Toyota,Yaris,1.2,Petrol,2006,132465,4889.0
Toyota,RAV4,2.4,Petrol,2002,94614,10774.0
Toyota,Prius,1.0,Hybrid,2003,101535,7217.0
Ford,Focus,1.6,Petrol,2001,190570,3122.0
VW,Polo,1.2,Petrol,2003,142616,3271.0
VW,Passat,2.0,Diesel,2006,158950,7009.0
Ford,Mondeo,1.8,Hybrid,2015,47679,29625.0
Ford,Mondeo,1.6,Diesel,2008,45189,15561.0
Ford,Fiesta,1.4,Petrol,2003,143337,3423.0
Toyota,RAV4,2.0,Petrol,2000,149278,5648.0
Ford,Fiesta,1.0,Petrol,1993,186064,1038.0
Ford,Focus,1.0,Petrol,2020,12910,31653.0
VW,Passat,2.0,Diesel,2011,95665,16022.0
